latitude;longitude;classificacao_acidente;relev
-6.11942871;-35.22935423;Com Vítimas Feridas;1
-13.41492404;-56.0820391;Sem Vítimas;1
-22.93294782;-44.02006891;Com Vítimas Feridas;1
-8.2783;-35.9815;Sem Vítimas;1
-6.23449707;-35.21637886;Sem Vítimas;1
-15.799685;-49.300167;Com Vítimas Feridas;1
-18.159;-49.2877;Com Vítimas Feridas;1
-22.64697319;-43.19165101;Com Vítimas Feridas;1
-26.6806041;-48.6931497;Com Vítimas Feridas;1
-16.142286;-49.046856;Com Vítimas Feridas;1
-8.78621576;-63.85712687;Com Vítimas Feridas;1
-20.7043621;-40.71735486;Com Vítimas Feridas;1
-22.16283807;-41.74187091;Com Vítimas Feridas;1
-26.94802427;-48.68338515;Com Vítimas Feridas;1
-27.57413014;-48.61363083;Com Vítimas Feridas;1
-17.2188441;-46.8666753;Com Vítimas Feridas;1
-7.1337;-34.8544;Com Vítimas Feridas;1
-23.00283001;-44.47362994;Com Vítimas Feridas;1
-20.42479738;-54.97302205;Sem Vítimas;1
-15.66730015;-56.18212268;Com Vítimas Feridas;1
-6.580091;-47.516098;Sem Vítimas;1
-5.37342727;-49.03126806;Com Vítimas Feridas;1
-24.51870128;-54.11006927;Com Vítimas Feridas;1
-7.0844;-34.8488;Com Vítimas Feridas;1
-23.5513;-51.461266;Com Vítimas Feridas;1
-10.01188291;-67.773345;Com Vítimas Feridas;1
-16.7888;-49.2379;Com Vítimas Feridas;1
-5.11463573;-42.77782202;Com Vítimas Feridas;1
-12.91888605;-38.46502095;Sem Vítimas;1
-26.42280898;-48.82977496;Com Vítimas Feridas;1
-27.54836599;-48.61977975;Com Vítimas Feridas;1
-20.38236578;-54.54049945;Com Vítimas Feridas;1
-16.45;-49.0316;Com Vítimas Feridas;1
-18.65753884;-48.15321565;Com Vítimas Feridas;1
-29.283596;-52.126743;Com Vítimas Feridas;1
-25.50497764;-53.59384574;Com Vítimas Feridas;1
-7.28563669;-35.88963032;Com Vítimas Feridas;1
-11.02022636;-68.67503001;Sem Vítimas;1
-23.41236123;-46.35692496;Sem Vítimas;1
-15.784615;-48.132023;Com Vítimas Feridas;1
-25.90092097;-48.92572096;Com Vítimas Fatais;1
-23.47469314;-46.56112919;Com Vítimas Feridas;1
-27.746881;-49.715881;Com Vítimas Feridas;1
-19.67731202;-46.04341517;Com Vítimas Fatais;1
-3.389163;-41.737225;Com Vítimas Feridas;1
-20.34529844;-40.41026774;Sem Vítimas;1
-19.65377333;-47.5548499;Com Vítimas Feridas;1
-25.54167701;-49.1509368;Sem Vítimas;1
-5.21645975;-37.32927128;Com Vítimas Fatais;1
-20.51156531;-43.84055614;Sem Vítimas;1
-30.99599419;-52.04704287;Com Vítimas Feridas;1
-20.74345502;-42.28632781;Com Vítimas Feridas;1
-15.23343087;-59.34487894;Sem Vítimas;1
-19.77463885;-44.12321882;Com Vítimas Feridas;1
-22.59967462;-43.95005595;Sem Vítimas;1
-7.2028;-35.1125;Com Vítimas Feridas;1
-26.47539893;-48.983748;Com Vítimas Feridas;1
-16.372754;-39.281193;Com Vítimas Feridas;1
-28.46730446;-49.00604302;Com Vítimas Feridas;1
-7.83887431;-34.91196739;Com Vítimas Feridas;1
-19.955532;-44.097209;Sem Vítimas;1
-5.784118;-42.619049;Com Vítimas Fatais;1
-31.75446042;-52.42803583;Com Vítimas Feridas;1
-25.26092549;-51.08552726;Com Vítimas Feridas;1
-20.3384284;-56.17672616;Com Vítimas Fatais;1
-21.57786776;-43.47496395;Com Vítimas Feridas;1
-19.95749597;-44.07899901;Com Vítimas Feridas;1
-20.21307738;-40.32125972;Com Vítimas Feridas;1
-23.4014159;-51.4275486;Com Vítimas Feridas;1
-28.12755417;-54.90998983;Com Vítimas Feridas;1
-16.764631;-47.595763;Sem Vítimas;1
-5.353202;-37.3289621;Sem Vítimas;1
-22.69651;-43.28871;Com Vítimas Feridas;1
-22.63784806;-43.28428824;Com Vítimas Feridas;1
-11.25611597;-48.93572434;Sem Vítimas;1
-12.65455103;-55.78936289;Com Vítimas Feridas;1
-24.99089107;-48.50734616;Sem Vítimas;1
-12.267113;-38.966988;Sem Vítimas;1
-25.86037408;-48.95087256;Com Vítimas Feridas;1
-19.955532;-44.097209;Sem Vítimas;1
-19.83290398;-47.88516697;Com Vítimas Feridas;1
-13.28309;-40.0187568;Com Vítimas Feridas;1
-11.15905467;-40.55851983;Com Vítimas Fatais;1
-22.81803977;-43.30787252;Com Vítimas Feridas;1
-7.1722;-35.388955;Com Vítimas Feridas;1
-19.73838088;-44.14935661;Com Vítimas Feridas;1
0.08282017;-51.07776189;Com Vítimas Feridas;1
-25.34541756;-49.04488757;Com Vítimas Feridas;1
-25.47594262;-49.2074351;Com Vítimas Feridas;1
-25.87352;-50.415565;Sem Vítimas;1
-22.79498873;-43.03446105;Com Vítimas Feridas;1
-17.1572;-47.7225;Com Vítimas Feridas;1
-17.27298878;-51.89494754;Sem Vítimas;1
-19.8342;-43.85194;Com Vítimas Fatais;1
-29.80913395;-51.1675292;Sem Vítimas;1
-24.84304306;-48.22027915;Com Vítimas Feridas;1
-24.9408;-53.3978;Com Vítimas Fatais;1
-23.58054376;-51.43596583;Com Vítimas Feridas;1
-28.35387609;-48.7426239;Com Vítimas Feridas;1
-6.00698277;-38.63605254;Com Vítimas Feridas;1
-19.8640909;-47.86418486;Com Vítimas Feridas;1
-23.21631106;-52.18536405;Com Vítimas Feridas;1
-20.32979389;-40.39883321;Com Vítimas Feridas;1
-23.61809286;-46.80556302;Com Vítimas Feridas;1
-18.61584198;-45.00774893;Com Vítimas Feridas;1
-25.416758;-49.223446;Com Vítimas Feridas;1
-25.50823541;-54.54619865;Sem Vítimas;1
-22.62324893;-46.07503911;Com Vítimas Feridas;1
-25.568198;-48.615292;Com Vítimas Feridas;1
-23.42049678;-51.90925241;Com Vítimas Feridas;1
-19.95644414;-44.13611598;Sem Vítimas;1
-4.885954;-43.301353;Com Vítimas Feridas;1
-22.32871415;-45.91398482;Com Vítimas Feridas;1
-23.10379292;-50.35765886;Com Vítimas Feridas;1
-24.76279777;-53.69304034;Com Vítimas Feridas;1
-23.37208014;-46.55700294;Com Vítimas Feridas;1
-19.97391261;-44.27096197;Com Vítimas Feridas;1
-27.287016;-49.778389;Com Vítimas Feridas;1
-29.39862947;-49.85083421;Com Vítimas Feridas;1
-25.1090021;-48.78762245;Com Vítimas Feridas;1
-12.72739955;-60.18370888;Com Vítimas Feridas;1
-25.55122256;-49.30503748;Com Vítimas Feridas;1
-2.71719899;-44.32099307;Com Vítimas Feridas;1
-20.76991095;-49.34982212;Com Vítimas Feridas;1
-25.399845;-49.215855;Sem Vítimas;1
-1.3534463;-48.2570266;Com Vítimas Feridas;1
-15.798048;-48.073235;Sem Vítimas;1
-9.06996896;-40.31132806;Com Vítimas Feridas;1
-17.17971924;-41.49345216;Com Vítimas Feridas;1
-7.1562;-34.8574;Com Vítimas Feridas;1
-27.60327979;-48.63201818;Com Vítimas Feridas;1
-9.79957988;-48.71715924;Com Vítimas Feridas;1
-27.82629382;-48.63034842;Com Vítimas Feridas;1
-25.61567932;-49.31788445;Sem Vítimas;1
-27.10123686;-48.61807962;Com Vítimas Feridas;1
-12.71235341;-38.45524557;Com Vítimas Feridas;1
-15.67919104;-55.92995102;Com Vítimas Feridas;1
-8.78128495;-44.19547702;Com Vítimas Fatais;1
-23.49504979;-46.55953116;Com Vítimas Feridas;1
-7.88298505;-35.18197309;Com Vítimas Feridas;1
-27.672798;-48.694286;Com Vítimas Feridas;1
-8.78153947;-63.86531369;Com Vítimas Feridas;1
-20.85197874;-49.40070263;Com Vítimas Feridas;1
-19.84644336;-43.16611234;Sem Vítimas;1
-16.4732;-49.0789;Com Vítimas Feridas;1
-15.625675;-47.725159;Com Vítimas Feridas;1
-5.046231;-42.535843;Com Vítimas Feridas;1
-22.81548519;-43.29087405;Com Vítimas Feridas;1
-26.9043179;-48.71555481;Com Vítimas Feridas;1
-18.84936788;-41.97891368;Com Vítimas Feridas;1
-19.39850778;-54.56579964;Com Vítimas Feridas;1
-15.37608277;-48.03617477;Com Vítimas Feridas;1
-27.57413014;-48.61363083;Com Vítimas Feridas;1
-16.76218173;-41.49232577;Com Vítimas Feridas;1
-28.47311347;-49.02437375;Com Vítimas Feridas;1
-28.4811433;-49.0346653;Sem Vítimas;1
-7.2777;-35.8985;Com Vítimas Feridas;1
-23.29236977;-51.15380287;Com Vítimas Feridas;1
-9.38410621;-40.52875942;Com Vítimas Feridas;1
-7.98261841;-38.30039606;Com Vítimas Feridas;1
-8.02062;-35.041045;Com Vítimas Feridas;1
-27.181625;-48.6121179;Com Vítimas Feridas;1
-24.50467087;-47.84772743;Com Vítimas Feridas;1
-11.33297115;-37.58716499;Com Vítimas Feridas;1
-13.92662;-49.070942;Com Vítimas Feridas;1
-19.84959351;-43.27455396;Com Vítimas Feridas;1
-24.98082053;-53.48254989;Com Vítimas Feridas;1
-27.63697369;-48.66514142;Com Vítimas Feridas;1
-26.94335064;-48.69198648;Com Vítimas Feridas;1
-2.90187;-41.74131;Com Vítimas Feridas;1
-8.26839017;-35.79746685;Com Vítimas Feridas;1
-16.020903;-47.980541;Com Vítimas Feridas;1
-29.890198;-50.709991;Com Vítimas Feridas;1
-22.65237271;-43.23918118;Com Vítimas Feridas;1
-27.778582;-50.231815;Com Vítimas Fatais;1
-23.44695693;-46.45394103;Com Vítimas Feridas;1
-29.902617;-50.748444;Com Vítimas Feridas;1
-25.48894141;-50.64508883;Com Vítimas Feridas;1
-20.26333304;-42.10566505;Com Vítimas Fatais;1
-16.8539912;-43.97116184;Com Vítimas Feridas;1
-22.7714;-42.92896;Com Vítimas Feridas;1
-12.23736613;-38.97999588;Com Vítimas Feridas;1
-5.463405;-47.472332;Com Vítimas Feridas;1
-25.55122256;-49.30503748;Sem Vítimas;1
-10.29426297;-62.66107398;Sem Vítimas;1
-25.24905809;-48.90839593;Com Vítimas Feridas;1
-3.852163;-38.561617;Sem Vítimas;1
-22.7839538;-43.38195488;Com Vítimas Feridas;1
-27.00218;-48.636433;Com Vítimas Feridas;1
-22.76700121;-46.17875277;Com Vítimas Feridas;1
-19.65377333;-47.5548499;Com Vítimas Feridas;1
-28.90964993;-51.54526793;Sem Vítimas;1
-19.91635592;-44.03966566;Com Vítimas Feridas;1
-19.86695538;-40.40056491;Com Vítimas Feridas;1
-25.55359262;-48.5533905;Com Vítimas Feridas;1
-7.98273772;-38.30123663;Com Vítimas Feridas;1
-25.98895627;-48.88356133;Com Vítimas Feridas;1
-11.270024;-37.444016;Com Vítimas Feridas;1
-22.77062;-42.92223;Com Vítimas Feridas;1
-3.73444471;-38.73904489;Sem Vítimas;1
-16.6939;-49.2321;Com Vítimas Fatais;1
-21.13416858;-42.38722798;Com Vítimas Feridas;1
-9.39958299;-40.50459298;Com Vítimas Feridas;1
-22.77269939;-43.40572178;Sem Vítimas;1
-14.231465;-49.134148;Com Vítimas Feridas;1
-7.17825459;-34.89965916;Com Vítimas Feridas;1
-8.78153947;-63.86531369;Com Vítimas Feridas;1
-8.35289635;-36.48256297;Com Vítimas Feridas;1
-25.71176491;-49.31941867;Com Vítimas Feridas;1
-8.882985;-63.440738;Com Vítimas Feridas;1
-8.30607988;-36.01576003;Com Vítimas Feridas;1
-12.72739955;-60.18370888;Com Vítimas Fatais;1
-20.49529406;-54.31266099;Sem Vítimas;1
-25.97079137;-52.44324601;Com Vítimas Fatais;1
-29.95942501;-51.17608515;Com Vítimas Feridas;1
-27.033516;-51.879311;Com Vítimas Feridas;1
-26.95782405;-53.20419073;Com Vítimas Feridas;1
-17.1299;-49.9774;Com Vítimas Feridas;1
-20.26492509;-44.42256682;Sem Vítimas;1
-20.79081412;-41.38810603;Com Vítimas Feridas;1
-19.51944313;-40.71585905;Com Vítimas Feridas;1
-22.60865814;-43.28651017;Sem Vítimas;1
-19.85030786;-56.88840768;Com Vítimas Feridas;1
-29.949842;-56.108097;Sem Vítimas;1
-4.38439306;-47.53529121;Com Vítimas Fatais;1
-21.38880304;-43.56910622;Com Vítimas Fatais;1
-12.26862688;-38.93403817;Com Vítimas Feridas;1
-15.798888;-48.185043;Com Vítimas Feridas;1
-9.34664601;-44.543875;Com Vítimas Feridas;1
-25.3719;-49.134;Com Vítimas Feridas;1
-29.15898991;-49.73540906;Com Vítimas Feridas;1
-27.672798;-48.694286;Sem Vítimas;1
-26.23358346;-51.14657307;Com Vítimas Feridas;1
-30.268398;-52.885914;Com Vítimas Feridas;1
-19.81893285;-51.11532482;Com Vítimas Feridas;1
-18.95545999;-39.98367103;Com Vítimas Feridas;1
-25.33928412;-51.42880296;Com Vítimas Feridas;1
-2.529841;-54.722595;Com Vítimas Feridas;1
-26.03963788;-49.69595704;Com Vítimas Feridas;1
-27.026621;-49.378124;Sem Vítimas;1
-25.56011566;-48.81439895;Com Vítimas Feridas;1
-27.49607258;-50.37005465;Com Vítimas Feridas;1
-19.95956339;-44.08424087;Com Vítimas Feridas;1
-10.746924;-37.399899;Com Vítimas Feridas;1
-9.38872751;-37.10697097;Com Vítimas Feridas;1
-17.762192;-52.113304;Com Vítimas Feridas;1
-2.16036133;-60.00457764;Com Vítimas Feridas;1
-31.78636127;-52.3528092;Com Vítimas Feridas;1
-22.29722201;-54.82106134;Com Vítimas Feridas;1
-14.30008609;-56.1429591;Com Vítimas Feridas;1
-16.849173;-47.467226;Com Vítimas Feridas;1
-5.89034022;-35.24894996;Sem Vítimas;1
-27.54836599;-48.61977975;Com Vítimas Feridas;1
-23.29116198;-51.26493216;Com Vítimas Feridas;1
-8.79554083;-63.84072487;Sem Vítimas;1
-6.424306;-48.536186;Com Vítimas Feridas;1
-22.79907687;-43.29015739;Com Vítimas Feridas;1
-28.75959988;-51.62679803;Com Vítimas Feridas;1
-12.73898138;-60.13911417;Com Vítimas Feridas;1
-25.44000098;-49.74991895;Com Vítimas Feridas;1
-22.45117287;-43.82720947;Sem Vítimas;1
-22.36949002;-43.61881999;Com Vítimas Feridas;1
-12.15963868;-38.41162324;Com Vítimas Fatais;1
-11.3869269;-37.66865876;Com Vítimas Feridas;1
-16.18487;-47.928641;Com Vítimas Feridas;1
-27.207214;-49.648476;Sem Vítimas;1
-27.207214;-49.648476;Sem Vítimas;1
-7.99097103;-34.93598295;Com Vítimas Fatais;1
-3.736507;-38.65337;Com Vítimas Feridas;1
-14.89020699;-40.86970037;Sem Vítimas;1
-18.2894;-48.0093;Sem Vítimas;1
-22.84701434;-46.33321175;Com Vítimas Fatais;1
-15.106764;-49.482746;Com Vítimas Feridas;1
-14.665039;-49.195724;Com Vítimas Feridas;1
-24.6928255;-47.99567352;Sem Vítimas;1
-11.38418203;-37.66679764;Com Vítimas Feridas;1
-22.61089297;-43.28656077;Com Vítimas Feridas;1
-26.17657438;-50.30719042;Com Vítimas Feridas;1
-15.603384;-47.684692;Com Vítimas Feridas;1
-19.28815;-44.392;Com Vítimas Feridas;1
-27.174187;-49.588497;Com Vítimas Fatais;1
-7.21337786;-48.24431331;Com Vítimas Feridas;1
-23.41344764;-45.03342032;Com Vítimas Feridas;1
-8.429241;-37.060127;Sem Vítimas;1
-23.40362877;-46.33050107;Com Vítimas Feridas;1
-25.528614;-49.298798;Sem Vítimas;1
-28.491489;-50.955837;Com Vítimas Feridas;1
-16.16906177;-57.60941461;Com Vítimas Feridas;1
-18.3945;-49.2051;Com Vítimas Feridas;1
-19.71038379;-42.12370706;Com Vítimas Feridas;1
-12.86231684;-55.83319839;Com Vítimas Feridas;1
-12.66324288;-55.79151748;Com Vítimas Fatais;1
-26.36990477;-48.68224301;Com Vítimas Feridas;1
-23.60886545;-46.75753984;Sem Vítimas;1
-22.33571319;-43.13320403;Com Vítimas Feridas;1
-22.944515;-44.431107;Sem Vítimas;1
-26.044942;-48.859703;Com Vítimas Feridas;1
-8.89303549;-36.61653287;Com Vítimas Feridas;1
-29.920788;-50.838261;Com Vítimas Feridas;1
-16.20082812;-48.73638153;Com Vítimas Feridas;1
-12.15321792;-38.52079102;Com Vítimas Feridas;1
-16.280523;-48.960049;Com Vítimas Feridas;1
-29.11161425;-51.11040472;Com Vítimas Feridas;1
-29.92342302;-51.17780944;Sem Vítimas;1
-22.754073;-43.729532;Com Vítimas Feridas;1
-23.91799802;-46.98973192;Com Vítimas Feridas;1
-8.78438882;-63.86080027;Com Vítimas Feridas;1
-7.1677;-34.8855;Sem Vítimas;1
-20.07738209;-44.30434488;Com Vítimas Feridas;1
-12.90482172;-38.45556535;Com Vítimas Feridas;1
-22.82799837;-54.6870281;Com Vítimas Feridas;1
-12.42862043;-41.77926194;Com Vítimas Fatais;1
-21.31842199;-43.58689599;Com Vítimas Feridas;1
-12.15954714;-44.63805801;Com Vítimas Feridas;1
-7.085524;-38.783891;Com Vítimas Feridas;1
-16.64068999;-43.69966903;Com Vítimas Feridas;1
-19.02959959;-49.01045149;Com Vítimas Feridas;1
-30.006546;-51.312927;Com Vítimas Feridas;1
-29.44659558;-51.97547078;Sem Vítimas;1
-21.71454366;-41.13114475;Com Vítimas Feridas;1
-19.03828097;-53.00800682;Com Vítimas Feridas;1
-21.96689732;-43.29126511;Com Vítimas Feridas;1
-29.968412;-51.117138;Sem Vítimas;1
-25.661057;-49.48967;Com Vítimas Feridas;1
-15.57839578;-54.39434052;Sem Vítimas;1
-5.0105271;-37.36553417;Com Vítimas Feridas;1
-7.11675111;-41.40735611;Com Vítimas Feridas;1
-19.443312;-44.324859;Com Vítimas Feridas;1
-5.13655894;-42.78900388;Com Vítimas Feridas;1
-26.67277676;-48.69056052;Sem Vítimas;1
-18.46209617;-48.04941261;Com Vítimas Feridas;1
-7.85380503;-48.45844043;Sem Vítimas;1
-29.69621105;-50.16781159;Com Vítimas Feridas;1
0.08282017;-51.07776189;Com Vítimas Feridas;1
-20.33275688;-40.36077696;Sem Vítimas;1
-20.32955204;-40.35492602;Com Vítimas Feridas;1
-6.046267;-42.279252;Com Vítimas Feridas;1
-15.16463301;-52.18708502;Com Vítimas Feridas;1
-20.86733567;-40.90426608;Com Vítimas Feridas;1
-28.91648502;-51.53938651;Com Vítimas Feridas;1
-25.70848253;-49.5992005;Com Vítimas Feridas;1
-21.31129545;-45.1638937;Com Vítimas Feridas;1
-19.85891083;-43.1071366;Com Vítimas Feridas;1
-19.74713691;-43.5474658;Com Vítimas Feridas;1
-19.92782311;-54.36589542;Com Vítimas Feridas;1
-21.48566487;-56.21959305;Com Vítimas Feridas;1
-21.60002283;-54.43689149;Com Vítimas Feridas;1
-29.298169;-49.768981;Com Vítimas Feridas;1
-10.33831807;-36.89396364;Com Vítimas Feridas;1
-26.970835;-51.851101;Com Vítimas Feridas;1
-23.21335525;-45.8930588;Com Vítimas Feridas;1
-8.93478014;-36.50438092;Sem Vítimas;1
-20.46271243;-54.04366091;Com Vítimas Feridas;1
-20.27336801;-44.42585498;Com Vítimas Feridas;1
-19.93325094;-44.42077402;Com Vítimas Feridas;1
-7.68863293;-36.06166381;Com Vítimas Feridas;1
-20.61196908;-49.32942891;Com Vítimas Fatais;1
-17.96471403;-45.71192059;Com Vítimas Feridas;1
-19.88094003;-48.97505084;Com Vítimas Feridas;1
-4.779562;-48.088223;Com Vítimas Feridas;1
-11.24590398;-40.02516482;Com Vítimas Feridas;1
-26.07479435;-49.76117178;Sem Vítimas;1
-25.17676379;-53.87753189;Com Vítimas Feridas;1
-15.666856;-49.351669;Com Vítimas Feridas;1
-15.92806293;-55.02263499;Com Vítimas Feridas;1
-13.38728165;-39.39147949;Com Vítimas Feridas;1
-27.2120355;-49.65157807;Sem Vítimas;1
-26.911108;-52.865475;Com Vítimas Feridas;1
-27.68392194;-48.66710085;Com Vítimas Feridas;1
-22.73962339;-43.46276495;Com Vítimas Feridas;1
-20.17884905;-43.96636352;Com Vítimas Feridas;1
-29.48890588;-51.13828706;Com Vítimas Feridas;1
-24.8481;-50.4736;Com Vítimas Feridas;1
-16.36719925;-48.93810511;Sem Vítimas;1
-10.898802;-61.93046;Com Vítimas Feridas;1
-6.07703984;-36.95767992;Com Vítimas Fatais;1
-7.02855707;-41.5570932;Com Vítimas Feridas;1
-21.97237106;-45.63123585;Com Vítimas Feridas;1
-27.08139206;-48.60130993;Com Vítimas Feridas;1
-11.37734201;-61.695898;Sem Vítimas;1
-20.30650512;-40.39488717;Com Vítimas Feridas;1
-23.96089407;-51.1140419;Com Vítimas Feridas;1
-8.66427961;-36.35636509;Com Vítimas Feridas;1
-22.90357542;-54.54580114;Sem Vítimas;1
-13.58448702;-56.03038875;Com Vítimas Feridas;1
-6.80943297;-44.89755601;Com Vítimas Fatais;1
-19.8321242;-44.08208533;Com Vítimas Feridas;1
-5.089569;-42.802288;Com Vítimas Feridas;1
-26.3166517;-51.22079372;Sem Vítimas;1
-10.23581305;-40.20367608;Com Vítimas Feridas;1
-16.45928621;-54.66092345;Sem Vítimas;1
-26.60256101;-48.72553524;Com Vítimas Feridas;1
-27.65184843;-48.67604941;Com Vítimas Feridas;1
-5.37407079;-49.13575802;Com Vítimas Feridas;1
-9.73003754;-65.24093628;Com Vítimas Feridas;1
-18.02250694;-47.81981707;Com Vítimas Feridas;1
-8.19579864;-35.56962305;Com Vítimas Feridas;1
-5.892745;-35.257225;Com Vítimas Feridas;1
-13.491837;-49.134628;Sem Vítimas;1
-23.42511799;-46.40221101;Com Vítimas Feridas;1
-22.10964772;-46.1790669;Com Vítimas Feridas;1
-4.58898067;-38.15750498;Com Vítimas Feridas;1
-23.01250593;-45.52256005;Com Vítimas Feridas;1
-16.7715;-49.2387;Com Vítimas Feridas;1
-19.82305506;-43.82773183;Sem Vítimas;1
-5.774175;-35.2578;Sem Vítimas;1
-7.85637001;-34.90842109;Com Vítimas Fatais;1
-16.20275386;-47.43909195;Com Vítimas Feridas;1
-7.0128;-37.2644;Com Vítimas Feridas;1
-8.97931552;-48.19732189;Com Vítimas Feridas;1
-3.74296918;-38.61330997;Com Vítimas Feridas;1
-25.12481063;-52.74714195;Com Vítimas Feridas;1
-28.41708423;-54.9380154;Com Vítimas Feridas;1
-7.1707;-34.8684;Com Vítimas Feridas;1
-27.31153613;-50.74464798;Sem Vítimas;1
-19.76061249;-44.1347544;Com Vítimas Feridas;1
-23.44621904;-45.08153915;Com Vítimas Feridas;1
-19.06289192;-42.16283418;Com Vítimas Feridas;1
-21.6310555;-55.54680599;Com Vítimas Feridas;1
-26.4141523;-48.76209493;Com Vítimas Feridas;1
-7.9169968;-34.89689272;Com Vítimas Feridas;1
-7.83038346;-34.91426785;Sem Vítimas;1
-16.4789;-49.0864;Com Vítimas Feridas;1
-6.7571;-38.0011;Sem Vítimas;1
-16.237425;-49.005501;Com Vítimas Feridas;1
-23.45643624;-51.84510713;Com Vítimas Feridas;1
-4.11404806;-38.48953843;Com Vítimas Feridas;1
-22.99919465;-45.49788917;Com Vítimas Feridas;1
-5.114822;-42.778355;Sem Vítimas;1
-19.26347485;-48.92260343;Com Vítimas Feridas;1
-7.98664284;-34.93298477;Com Vítimas Feridas;1
-23.42244278;-51.90360392;Sem Vítimas;1
-22.61089297;-43.28656077;Sem Vítimas;1
-4.879998;-42.226444;Com Vítimas Feridas;1
-5.37851903;-49.07674765;Com Vítimas Feridas;1
-12.36969389;-39.11399209;Com Vítimas Fatais;1
-29.80913395;-51.1675292;Com Vítimas Feridas;1
-24.43904812;-50.76284593;Com Vítimas Fatais;1
-5.499715;-47.471836;Com Vítimas Feridas;1
-27.099888;-49.527679;Com Vítimas Feridas;1
-26.41319508;-48.83617332;Com Vítimas Feridas;1
-6.350066;-38.29533702;Com Vítimas Feridas;1
-10.84356101;-37.13696712;Com Vítimas Feridas;1
-18.42549901;-39.93487006;Com Vítimas Fatais;1
-18.99589703;-48.21049418;Com Vítimas Feridas;1
-8.10973523;-34.94660151;Com Vítimas Fatais;1
-28.44404822;-48.96611372;Com Vítimas Feridas;1
-5.19452118;-49.36139931;Com Vítimas Fatais;1
-21.71366497;-41.30861915;Com Vítimas Feridas;1
-25.55122256;-49.30503748;Com Vítimas Feridas;1
-19.17643304;-54.75440025;Sem Vítimas;1
-33.149616;-52.97324;Com Vítimas Feridas;1
-22.75310094;-43.71746421;Com Vítimas Feridas;1
-28.4404376;-48.81403409;Com Vítimas Feridas;1
-28.42708421;-48.85211624;Com Vítimas Feridas;1
-19.28817;-44.4124;Com Vítimas Feridas;1
-12.258195;-38.932182;Com Vítimas Feridas;1
-16.038666;-47.979691;Com Vítimas Feridas;1
-25.51579842;-48.52386475;Com Vítimas Feridas;1
-11.37390377;-37.65552315;Com Vítimas Feridas;1
-20.03619694;-44.24586303;Com Vítimas Feridas;1
-25.58208528;-54.52709913;Sem Vítimas;1
-25.84165409;-49.042472;Com Vítimas Feridas;1
-27.001301;-52.707569;Sem Vítimas;1
-12.267113;-38.966988;Com Vítimas Feridas;1
-7.891878;-37.111336;Com Vítimas Feridas;1
-26.59023103;-53.51574204;Com Vítimas Feridas;1
-26.77107561;-48.68567705;Com Vítimas Feridas;1
-26.4391495;-48.80282706;Com Vítimas Feridas;1
-22.42067233;-45.96538644;Com Vítimas Feridas;1
-23.45056589;-46.46258105;Com Vítimas Fatais;1
-19.83436712;-43.85936379;Com Vítimas Feridas;1
-21.45793091;-46.40839081;Com Vítimas Feridas;1
-29.800684;-51.518406;Com Vítimas Feridas;1
-23.4273;-51.9375;Com Vítimas Fatais;1
-22.82835879;-43.09208739;Com Vítimas Feridas;1
-27.743206;-49.824162;Com Vítimas Feridas;1
-17.96602714;-45.64114504;Com Vítimas Feridas;1
-23.00757973;-45.51466613;Com Vítimas Feridas;1
-30.13970487;-51.35942618;Com Vítimas Feridas;1
-11.82327233;-55.48555635;Sem Vítimas;1
-17.8134418;-39.6471471;Com Vítimas Fatais;1
-19.83813083;-43.0947794;Com Vítimas Feridas;1
-21.39692643;-45.20681689;Com Vítimas Feridas;1
-11.56452494;-38.98882349;Com Vítimas Feridas;1
-26.31708989;-49.97099106;Com Vítimas Feridas;1
-29.64074618;-56.88439769;Com Vítimas Feridas;1
-22.66137035;-43.09295957;Com Vítimas Feridas;1
-9.01531065;-38.2309433;Com Vítimas Feridas;1
-18.76664393;-48.24409132;Com Vítimas Feridas;1
-20.7275927;-44.77176647;Sem Vítimas;1
-27.31435782;-50.51335573;Com Vítimas Feridas;1
-2.904285;-45.678082;Com Vítimas Feridas;1
-20.34007493;-40.39451305;Com Vítimas Feridas;1
-7.2128;-35.9499;Sem Vítimas;1
-11.63058883;-39.60527084;Com Vítimas Fatais;1
-29.942727;-50.920965;Com Vítimas Feridas;1
-27.365206;-51.263924;Com Vítimas Feridas;1
-7.12911;-34.93714;Com Vítimas Feridas;1
-7.238;-35.8656;Sem Vítimas;1
-16.7451;-49.2408;Com Vítimas Fatais;1
-15.699119;-49.334465;Com Vítimas Feridas;1
-20.05643192;-44.28663308;Sem Vítimas;1
-12.28317201;-38.99865998;Com Vítimas Feridas;1
-16.03146754;-54.89455522;Com Vítimas Feridas;1
-27.60001226;-48.6226467;Com Vítimas Feridas;1
-28.26855501;-52.66425133;Com Vítimas Feridas;1
-3.7403769;-38.59569202;Com Vítimas Feridas;1
-20.30650512;-40.39488717;Com Vítimas Feridas;1
-26.872158;-49.23127;Com Vítimas Feridas;1
-27.51844497;-48.63848496;Com Vítimas Feridas;1
-20.34029997;-40.40405712;Com Vítimas Feridas;1
-8.3278918;-35.119238;Com Vítimas Feridas;1
-12.84664721;-38.41741648;Com Vítimas Feridas;1
-24.97197186;-50.3825899;Com Vítimas Feridas;1
-26.26569095;-48.63361804;Com Vítimas Feridas;1
-27.278645;-49.836048;Sem Vítimas;1
-27.05534298;-52.63652069;Com Vítimas Feridas;1
